systime,devtime,packno,status,controltype,error,limb,mechanism,angle,hocdisp,torque,control,target,desired,controlbound,controldir,controlgain,controlhold,button,trialno,assessmentstate
2025-09-08 14:21:37.287244,14440.359,43472,11,5,0,1,4,-0.0703125,0.007363107781851078,-9.354431579589843e-05,-410.30194091796875,-25.873241424560547,-0.3803013265132904,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.287244,14440.361,43473,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.00011769149414062499,-410.3798828125,-25.873241424560547,-0.4051004648208618,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.287244,14440.363000000001,43474,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0001456583514404297,-410.47015380859375,-25.873241424560547,-0.42989954352378845,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.287244,14440.365,43475,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.00017770961791992187,-410.5736083984375,-25.873241424560547,-0.4546986520290375,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.287244,14440.367,43476,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.00021411947845458983,-410.6911315917969,-25.873241424560547,-0.4794977605342865,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.287244,14440.369,43477,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.00025516211791992184,-410.8236083984375,-25.873241424560547,-0.5042968988418579,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.287244,14440.371000000001,43478,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0003011022665405273,-410.9718933105469,-25.873241424560547,-0.5290960073471069,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.287244,14440.373,43479,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0003522141091918945,-411.1368713378906,-25.873241424560547,-0.553895115852356,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.287244,14440.375,43480,11,5,0,1,4,-0.0703125,0.007363107781851078,-6.618255615234375e-08,-410.0002136230469,-25.873241424560547,-0.09648103266954422,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.287244,14440.377,43481,11,5,0,1,4,-0.0703125,0.007363107781851078,-4.538232421875e-07,-410.00146484375,-25.873241424560547,-0.12264956533908844,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.287244,14440.379,43482,11,5,0,1,4,-0.0703125,0.007363107781851078,-1.5411080932617188e-06,-410.0049743652344,-25.873241424560547,-0.14881809055805206,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.381,43483,11,5,0,1,4,-0.0703125,0.007363107781851078,-3.640040588378906e-06,-410.0117492675781,-25.873241424560547,-0.17498663067817688,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.383,43484,11,5,0,1,4,-0.0703125,0.007363107781851078,-7.100442810058593e-06,-410.0229187011719,-25.873241424560547,-0.2011551707983017,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.385,43485,11,5,0,1,4,-0.0703125,0.007363107781851078,-1.2243772888183593e-05,-410.0395202636719,-25.873241424560547,-0.22732369601726532,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.387,43486,11,5,0,1,4,-0.0703125,0.007363107781851078,-1.9419852905273437e-05,-410.06268310546875,-25.873241424560547,-0.25349223613739014,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.389000000001,43487,11,5,0,1,4,-0.0703125,0.007363107781851078,-2.8959595642089842e-05,-410.0934753417969,-25.873241424560547,-0.27966076135635376,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.392,43488,11,5,0,1,4,-0.0703125,0.007363107781851078,-4.1175004577636716e-05,-410.1329040527344,-25.873241424560547,-0.3058292865753174,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.394,43489,11,5,0,1,4,-0.0703125,0.007363107781851078,-6.530327362060547e-05,-410.2107849121094,-25.873241424560547,-0.3450821042060852,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.396,43490,11,5,0,1,4,-0.0703125,0.007363107781851078,-8.56307730102539e-05,-410.2763977050781,-25.873241424560547,-0.37125062942504883,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.398000000001,43491,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.00012354392303466795,-410.3987731933594,-25.873241424560547,-0.41050341725349426,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.4,43492,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0001540068081665039,-410.4971008300781,-25.873241424560547,-0.4366719722747803,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.303345,14440.402,43493,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.00018918756408691406,-410.61065673828125,-25.873241424560547,-0.4628404974937439,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.319015,14440.404,43494,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.00022931310241699218,-410.74017333984375,-25.873241424560547,-0.4890090227127075,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.319015,14440.406,43495,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0002747143359375,-410.88671875,-25.873241424560547,-0.5151775479316711,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.319015,14440.408,43496,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0003257032681274414,-411.0513000488281,-25.873241424560547,-0.5413460731506348,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.319015,14440.41,43497,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0003826013571166992,-411.2349548339844,-25.873241424560547,-0.5675146579742432,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.319015,14440.412,43498,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0004457111517333984,-411.43865966796875,-25.873241424560547,-0.5936831831932068,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.319015,14440.414,43499,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0005153541101074219,-411.6634521484375,-25.873241424560547,-0.6198517084121704,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.335064,14440.416000000001,43500,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0005918516903686523,-411.9103698730469,-25.873241424560547,-0.6460201740264893,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.335064,14440.418,43501,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0006754969866943359,-412.18035888671875,-25.873241424560547,-0.6721887588500977,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.335064,14440.42,43502,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0007666114572143554,-412.4744567871094,-25.873241424560547,-0.6983572840690613,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.335064,14440.422,43503,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0008655165600585937,-412.793701171875,-25.873241424560547,-0.7245258092880249,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.335064,14440.424,43504,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0009725053894042968,-413.1390380859375,-25.873241424560547,-0.7506943345069885,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.335064,14440.426,43505,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0010878899487304686,-413.511474609375,-25.873241424560547,-0.7768629193305969,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.335064,14440.428,43506,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.001211991696166992,-413.91204833984375,-25.873241424560547,-0.8030314445495605,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.43,43507,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0013451131805419922,-414.34173583984375,-25.873241424560547,-0.8291999697685242,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.432,43508,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0014875664053344726,-414.8015441894531,-25.873241424560547,-0.8553684949874878,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.434000000001,43509,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0016396633740234374,-415.29248046875,-25.873241424560547,-0.8815370202064514,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.436,43510,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0018017066354370117,-415.8155212402344,-25.873241424560547,-0.907705545425415,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.438,43511,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.001974017647705078,-416.3717041015625,-25.873241424560547,-0.9338740706443787,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.44,43512,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0022539131323242186,-417.275146484375,-25.873241424560547,-0.9731268286705017,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.442000000001,43513,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0024517233380126954,-417.91363525390625,-25.873241424560547,-0.9992953538894653,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.444,43514,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.002662410778198242,-418.59368896484375,-25.873241424560547,-1.0254639387130737,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.446,43515,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0028847558029174805,-419.3113708496094,-25.873241424560547,-1.0516324043273926,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.448,43516,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0031190893249511717,-420.0677490234375,-25.873241424560547,-1.077800989151001,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.351135,14440.45,43517,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0033657328024291992,-420.8638610839844,-25.873241424560547,-1.1039695739746094,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.367224,14440.452000000001,43518,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0036249887841796873,-421.70068359375,-25.873241424560547,-1.1301380395889282,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.367224,14440.454,43519,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.003897188182983398,-422.57928466796875,-25.873241424560547,-1.1563066244125366,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.367224,14440.456,43520,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0041826524569702145,-423.5007019042969,-25.873241424560547,-1.1824750900268555,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.383353,14440.458,43521,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.004481703064270019,-424.4659729003906,-25.873241424560547,-1.2086436748504639,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.383353,14440.460000000001,43522,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.0047946709176635745,-425.4761657714844,-25.873241424560547,-1.2348122596740723,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.383353,14440.462,43523,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.00512188692993164,-426.5323486328125,-25.873241424560547,-1.2609807252883911,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.383353,14440.464,43524,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.005463672559204102,-427.63555908203125,-25.873241424560547,-1.2871493101119995,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.383353,14440.466,43525,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.005820377627563477,-428.78692626953125,-25.873241424560547,-1.313317894935608,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.383353,14440.468,43526,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.006192323593139648,-429.98748779296875,-25.873241424560547,-1.3394863605499268,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.383353,14440.470000000001,43527,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.006579869732666015,-431.2384033203125,-25.873241424560547,-1.3656549453735352,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.383353,14440.472,43528,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.006983356413574219,-432.540771484375,-25.873241424560547,-1.391823410987854,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.399425,14440.474,43529,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.007403124003295898,-433.89569091796875,-25.873241424560547,-1.4179918766021729,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.399425,14440.476,43530,11,5,0,1,4,-0.0703125,0.007363107781851078,-0.007839531778564453,-435.3043212890625,-25.873241424560547,-1.4441604614257812,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.399425,14440.478000000001,43531,11,5,0,1,4,-0.08437500149011612,0.008835729494265887,-0.008292929561462402,-436.7677917480469,-25.873241424560547,-1.4703289270401,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.399425,14440.48,43532,11,5,0,1,4,-0.08437500149011612,0.008835729494265887,-0.008502302805175782,-437.443603515625,-25.873241424560547,-1.4964975118637085,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.399425,14440.482,43533,11,5,0,1,4,-0.08437500149011612,0.008835729494265887,-0.009239907393493651,-439.8244323730469,-25.873241424560547,-1.535750389099121,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.399425,14440.484,43534,11,5,0,1,4,-0.08437500149011612,0.008835729494265887,-0.009739510055236817,-441.4370422363281,-25.873241424560547,-1.56191885471344,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.399425,14440.486,43535,11,5,0,1,4,-0.08437500149011612,0.008835729494265887,-0.010263874447631835,-443.12957763671875,-25.873241424560547,-1.5880874395370483,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.399425,14440.488000000001,43536,11,5,0,1,4,-0.08437500149011612,0.008835729494265887,-0.010807091413879394,-444.8829650878906,-25.873241424560547,-1.6142560243606567,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.399425,14440.49,43537,11,5,0,1,4,-0.08437500149011612,0.008835729494265887,-0.01136952023071289,-446.6983642578125,-25.873241424560547,-1.6404244899749756,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
2025-09-08 14:21:37.399425,14440.492,43538,11,5,0,1,4,-0.08437500149011612,0.008835729494265887,-0.011951586357421875,-448.5771484375,-25.873241424560547,-1.6665929555892944,1.0,0,1.988235294117647,0,1,0,DEMO_WAIT
